Test Case ID,Description,Pre-conditions,Steps Taken,Expected Output,,Actual Output,Comments,Tester,Date Tested,Version
t4.3.16,Deposit Amount Negative or Zero,1. User is on the Transaction step after selecting Deposit.,"1. Select Cash Deposit.
2. Enter amount 0 or -100.
3. Click Process Deposit.","1. System displays a validation error: ""Amount must be greater than 1"", and does not proceed to Review.
2. A negative amount is not allowed to be inputted.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t4.3.17,Validate Minimum Deposit Amount,1. Deposit form is displayed.,"1. Select Cash Deposit.
2. Enter amount less than 1.
3. Submit / process.","1. System displays an error message: ""Amount must be greater than 1"" (or equivalent).
2. Process Deposit button remains disabled or the deposit is prevented from being processed.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t4.3.18,Validate Deposit Notes Max Length,1. Deposit form is displayed.,"1. Select Cash Deposit.
2. Enter a very long string in Transaction Notes (longer than 300 characters).
3. Observe validation.","1. Input beyond 300 characters is not allowed (text should be restricted or truncated).
2. A character counter is visible (or dynamically updates) showing how many characters remain or have been used.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t4.3.19,Validate Process Deposit Button Activation,1. Deposit form is displayed.,"1. Select Deposit Type = Cash Deposit.
2. Enter a valid amount (e.g., 5,000).
3. Leave notes blank (optional).",1. The Process Deposit button becomes enabled only after required fields are populated.,,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1 View the list of Active Products,,,,,,,,,,
t5.1.1,Initial Load and Active Products View,"1. Teller is successfully logged into the Teller Web Application. 
2. Products exist in both Active and Archived states.","1. Navigate to the sidebar menu. 
2. Click the “Products” option.","1. The Products Module page successfully loads. 
2. The default view is the Active Products tab.
3. The following columns are visible in the product table: Product ID, Product Name, Product Category, Created by, Created on, Updated by, Updated on, Action
4. Verify that the Updated by column defaults to “NA” if no entry exists. 
5. Verify the Action menu for each product displays: View, Edit, and ARchive. 
",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.2,Active Products Tab Number,"1. Teller is successfully logged into the Teller Web Application. 
2. Products exist in both Active and Archived states.","1. Navigate to the sidebar menu. 
2. Click the “Products” option.
3. Verify that the tab number matches the number of Active Products.
",1. The tab number matches the number of Active Products.,,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.3,Action: View Details of Savings Product,"1. Teller is on the Products Module page Active Products tab. 
2. A savings product exists in the table.","1. Locate a savings product record. 
2. Click the View option within the Action menu for that product.","1. The system displays a modal containing the Product ID and two main columns: Customer Form and Product Configurations.
2. The Customer Form column correctly lists all sections and fields required from the customer during availment.
3. The Product Configurations column displays complete data for:


Product ID

Product Details
- Product name
- Product type
- Description
- Status

Eligibility for Customer Type
- Minimum age
- Required Documents

Account Configuration
- Average daily balance
- Initial deposit required for opening
- Overdrafts
- Withdrawal limit frequency
- Withdrawal limit amount

Interest Configuration
- Interest rate (%)
- Interest type
- Interest time period
- Interest rate structure

Fees & Charges
- Excess withdrawal fee
- Dormancy fee
- Account closure fee
- State/transaction charges
- Tax rate type
- Tax rate value
",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.4,Action: View Details of Loans Product,"1. Teller is on the Products Module page Active Products tab. 
2. A loan product exists in the table.","1. Locate a loan product record. 
2. Click the View option within the Action menu for that product.","1. The system displays a modal containing the Product ID and two main columns: Customer Form and Product Configurations.
2. The Customer Form column correctly lists all sections and fields required from the customer during availment.
3. The Product Configurations column displays complete data for:


Product ID

Product Definition:
- Loan type
- Preferred customers
- Loan purpose

Product Details:
- Product name
- Product type
- Description

Loan Features:
- Minimum loan amount
- Maximum loan amount
- Loan term length
- Loan term unit
- Interest rate type
- Repayment method

Eligibility Criteria:
- Minimum age
- Maximum age
- Minimum income level
- Credit score
- Employment type
- Required documents

Pricing & Fees:
- Interest rate (%)
- Interest rate structure
- Processing fee
- Processing fee type
- Penalty interest rate (%)
- Penalty conditions

Loan Details:
- Loan amount
- Interest rate (%)
- Loan term length
- Loan term unit
- Mode of disbursement
",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.5,Edit Active Savings Product – Display Prepopulated Form,"1. Teller is successfully logged into the Teller Web Application.
2. Teller is on the Products Module page under the Active Products tab.
3. An active laons product exists and is visible in the list.","1. Locate an active savings product.
2. Click the Edit option within the Action column for that product.","1. The system displays the Edit Product Form page.
2. All product fields are pre-populated with the product’s existing details.
3. The teller can now modify any editable field.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.6,Save Updated Savings Product – Record New Values,"1. Teller is on the Edit Product Form page with pre-populated product details.
2. At least one field has been modified with a new value.","1. Edit any field in the product form.
2. Click :Save Changes""","1. The system validates the updated details.
2. The system successfully saves all new updates.
3. The product record reflects the latest updated values.
4. The Product ID's last digit increments as indication of a new version (It increments every new version).
5. Existing customer accounts retain the previous product version details.
6. The updated version is available for future availments.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.7,Edit Active Loans Product – Display Prepopulated Form,"1. Teller is successfully logged into the Teller Web Application.
2. Teller is on the Products Module page under the Active Products tab.
3. An active loans product exists and is visible in the list.","1. Locate an active loans product.
2. Click the Edit option within the Action column for that product.","1. The system displays the Edit Product Form page.
2. All product fields are pre-populated with the product’s existing details.
3. The teller can now modify any editable field.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.8,Save Updated Loans Product – Record New Values,"1. Teller is on the Edit Product Form page with pre-populated product details.
2. At least one field has been modified with a new value.","1. Edit any field in the product form.
2. Click :Save Changes""","1. The system validates the updated details.
2. The system successfully saves all new updates.
3. The product record reflects the latest updated values.
4. The Product ID's last digit increments as indication of a new version (It increments every new version).
5. Existing customer accounts retain the previous product version details.
6. The updated version is available for future availments.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.9,Edit Product – Required Field Validation,"1. Teller is on the Edit Product Form page with pre-populated product details.
2. The product has required fields.","1. Clear one or more mandatory fields (e.g., Product Name, Product Type).
2. Click Save all changes.","1. Validation messages appear for missing required fields.
2. The ""Save Changes"" button is disabled preventing saving.
3. No data is saved.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.10,Edit Product – Invalid Input Validation,1. Teller is on the Product Form page.,"1. Enter invalid inputs such as letters in numeric fields, negative interest rates, extremely high interest rates, or invalid characters in text fields.
2. Click Save all changes.","1. Validation error messages appear.
2. Save is blocked.
3. No changes are committed.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.11,Edit Product – No Changes Made,"1. Teller is on the Edit Product Form page with pre-populated product details.
","1. Make no edits.
2. Click Save all changes.","1. System detects no changes.
2. The ""Save Changes"" button is disabled preventing saving.
3. No updates are saved.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.12,Edit Product – Cancel Edit Without Saving,"1. Teller is on the Edit Product Form page with pre-populated product details.
","1. Modify one or more fields.
2. Click Back button
3. Click confirm","1. System shows confirmation message:
""Are you sure want to leave this page?
All data will be lost and will not be saved.""

2. No changes are saved.
3. Teller returns to previous page.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.13,Action – Archive Product – Confirmation Modal Appears,"1. Teller is on the Products Module page Active Products tab. 
2. The selected product is eligible for deletion.","1. Locate a product record. 
2. Click the Delete option within the Action menu for that product.","1. A confirmation modal or pop-up appears, prompting the Teller to confirm the deletion. 
2. The confirmation message clearly identifies the product being deleted.
",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.1.14,Action – Archive Product – Confirm Archive,"1. Teller is on the Products Module page Active Products tab. 
2. The selected product is eligible for deletion.","1. Locate a product record. 
2. Click the Delete option within the Action menu for that product.","1.  Product is removed from the Active Products list.
2. Product is no longer available for new customer applications.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,rerun,Peach,9/10/26,
t5.2 View the list of Archived Products,,,,,,,,,,
t5.2.1,View Archived Products List,"1. Teller is on the Products Module page. 
2. The Archived Products tab contains data.",1. Click the Archived Products tab/link.,"1. The product list updates to display only records with an Archived status. 
2. Verify that the following columns are present and visible: Product ID, Product Name, Product Category, Originally Created by, Created at, Deleted by, Deleted on, and an Action column. 
",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.2.2,Pagination: Archived Products Tab,"1. User is on the Products Module page. 
2. The Archived Products list spans multiple pages (paginated data). 
3. The current view is on the first page.","1. Click the Archived Products tab/link. 
2. Scroll to the bottom and locate the pagination controls. 
3. Click the Next button. 
4. Click page number 3. 
5. Click the Back button.","1. Next Click: The system loads and displays the data from the second page. The current page indicator highlights page 2. 
2. Page Number Click : The system immediately loads and displays the data from page 3. The current page indicator highlights page 3. 
3. Back Click: The system loads and displays the data from page 2. 
4. Verify data integrity across pages (no duplication/missing records). 
5. The current page is clearly indicated in the UI. ",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.2.3,Archive Products Tab Number,"1. Teller is successfully logged into the Teller Web Application. 
2. Products exist in both Active and Archived states.","1. Navigate to the sidebar menu. 
2. Click the “Products” option.
3. Click the ""Archived Products"" tab.
3. Verify that the tab number matches the number of Active Products.",1. The tab number matches the number of Archived Products.,,,manually tested,Peach,9/10/26,
t5.2.4,Restore Product,"1. User is on the Products Module page. 
2. The Archived Products list spans multiple pages (paginated data). 
3. The current view is on the first page.","1. Click the Archived Products tab/link. 
2. Click on Restore button to restore a product
3. Click the Active Products tab/link","1. The selected product is removed from the Archived Products list.
2. The restored product is displayed under the Active Products list.
3. The restored product appears at the top of the Active Products list.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3 Create New Product,,,,,,,,,,
t5.3.1,Create New Savings Product – Happy Path,"1. Teller is logged in.
2. User has permissions to Create Products.
3. User is on the Products Module page.","1. Navigate to the Products module via the sidebar.
2. Click the ""Create Product"" button.
3. Select ""Savings"" from the Product Category dropdown.
4. Fill in all mandatory fields: Product Details, Eligibility for Customer Type, Account Configuration, Interest Configuration, and Fees & Charges.
5. Click the final ""Continue"" button.","1. (Step 2) Product Category dropdown is shown.
2. (Step 3) System redirects to Step 1 – Product Configuration stepper with sections: Product Details, Eligibility for Customer Type, Account Configuration, Interest Configuration, and Fees & Charges.
3. (Step 5) User is redirected to Step 2 – Customer Form stepper containing:
   - ""Add new section"" button
   - Enabled ""Back"" button
   - Disabled ""Continue"" button until at least one field is added.
4. Clicking ""Back"" from Step 1 triggers a confirmation modal with ""Confirm"" and ""Back"" buttons.
   - Clicking ""Confirm"" navigates back to Products module.
   - Clicking ""Back"" retains user on current page.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.2,Add New Section to Savings Customer Form,"1. Teller is logged in.
2. User is on Step 2 – Customer Form for a Savings product.
3. Product Configuration is completed.","1. Click ""Add new section"" button.
2. Enter a Section Name in the modal.
3. Click ""Add section"" button.","1. (Step 1) New Section modal appears with:
   - Section name input field
   - Enabled ""Back"" button
   - Disabled ""Add section"" button (until name is typed)
2. (Step 3) New section is successfully added and rendered in the Customer Form stepper.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.3,Add Customer Input Field to Savings Section,"1. Teller is logged in.
2. User is on Step 2 – Customer Form for Savings.
3. At least one section exists.","1. Click ""Add customer input field"" button under the section.
2. Fill in all mandatory fields: Field Type, Field Name, Placeholder.
3. Optionally check ""Optional field"" checkbox.
4. Click ""Add field"" button.","1. (Step 1) New customer input field modal appears with Field Type dropdown options:
   - Text input (single line)
   - Text input (multi-line)
   - Number input
   - Dropdown (single selection)
   - Checkbox (multi-selection)
2. (Step 4) Created field is rendered in the section matching the selected type.
3. Field is marked as optional if checkbox is checked.
4. Delete (trash) icon is shown per field.
5. ""+ Add Custom Field"" button appears at bottom of section.
6. Continue button becomes enabled.
7. Clicking Back navigates to Step 1 – Product Configuration.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.4,Delete Custom Field from Savings Section,"1. Teller is logged in.
2. A custom field exists inside a section in the Savings Customer Form.","1. Locate the custom field inside the section.
2. Click the Delete (trash) icon next to the field.","1. The field is immediately removed from the section.
2. If the section has no remaining fields, the Continue button becomes disabled.
3. The form updates immediately without a page reload.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.5,Review and Confirm Savings Product Creation,"1. Teller is logged in.
2. Product Configuration (Step 1) is completed.
3. Customer Form (Step 2) has at least one section with at least one field.","1. Click the ""Continue"" button on the Customer Form stepper.
2. Review all displayed product details on the Review Product step.
3. Click ""Confirm & Create Product"".","1. (Step 1) User is redirected to Step 3 – Review Product.
2. (Step 2) All details entered in Steps 1 and 2 are accurately reflected.
3. (Step 3) Product is created successfully. A floating success message is shown (e.g., ""PROD-005 successfully created."").
4. User is redirected to the Products module.
5. Clicking ""Back"" on the Review Product step redirects to Step 2 – Customer Form.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.6,Verify New Savings Product Position and Status in Product List,"1. A new Savings product has just been created.
2. User is on the Products Module dashboard.",1. Observe the Active Products list immediately after redirection.,"1. The newly created Savings product appears as the first row (top) of the Active Products list.
2. The product status defaults to ""Active"".",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.7,View Details of a Newly Created Savings Product,"1. Teller is on the Products Module – Active Products tab.
2. A Savings product exists in the list.","1. Locate the Savings product.
2. Click the ""View"" option in the Action menu.","1. A modal opens displaying the Product ID and two columns:
   - Customer Form: lists all custom sections and fields.
   - Product Configurations: displays complete data for:
     · Product Details (name, type, description, status)
     · Eligibility for Customer Type (min age, required documents)
     · Account Configuration (avg daily balance, initial deposit, overdrafts, withdrawal limit)
     · Interest Configuration (interest rate %, type, time period, structure)
     · Fees & Charges (excess withdrawal fee, dormancy fee, closure fee, tax rate)",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.8,New Savings Product Visibility in Customer Eligible Products Tab,"1. Teller is logged in.
2. A new Savings product has just been created.
3. An existing customer is eligible for the new product.","1. Select the ""Customer"" module from the side menu.
2. Search for and select an existing customer from the Customer List.
3. Click the ""View Profile"" action for the selected customer.
4. Click the ""Eligible Products"" tab.
5. Locate the newly created Savings product in the list.
6. Click ""See Details"" under the Action column of the new product.","1. The newly created Savings product appears in the customer's Eligible Products tab.
2. The product is listed with the correct Product Name and Product Category (Savings).
3. Clicking ""See Details"" opens a side panel displaying the complete and accurate Savings product configuration:
   - Product Details (name, type, description, status)
   - Eligibility for Customer Type (min age, required documents)
   - Account Configuration (avg daily balance, initial deposit, overdrafts, withdrawal limit)
   - Interest Configuration (interest rate %, type, time period, structure)
   - Fees & Charges (excess withdrawal, dormancy, closure fees, tax rate)
4. An ""Avail Product"" button is visible and enabled for the eligible customer.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.9,Create New Loans Product – Happy Path,"1. Teller is logged in.
2. User has permissions to Create Products.
3. User is on the Products Module page.","1. Navigate to the Products module via the sidebar.
2. Click ""Create Product"".
3. Select ""Loans"" from the Product Category dropdown.
4. Fill in all mandatory fields for: Product Definition, Product Details, Loan Features, Eligibility Criteria, and Pricing & Fees.
5. Click the final ""Continue"" button.","1. (Step 2) Product Category dropdown is shown.
2. (Step 3) System redirects to Step 1 – Product Configuration stepper with sections: Product Definition, Product Details, Loan Features, Eligibility Criteria, and Pricing & Fees.
3. (Step 5) User is redirected to Step 2 – Customer Form stepper containing a pre-built Loan Details section with:
   - Loan amount
   - Interest rate (%)
   - Loan term length
   - Loan term unit
   - Mode of disbursement
   Plus: ""Add new section"" button, Enabled ""Back"", Disabled ""Continue"".
4. Clicking ""Back"" from Step 1 triggers a confirmation modal:
   - ""Confirm"" navigates back to Products module.
   - ""Back"" retains user on current page.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.10,Add New Section to Loans Customer Form,"1. Teller is logged in.
2. User is on Step 2 – Customer Form for a Loans product.
3. Product Configuration is completed.","1. Click ""Add new section"" button.
2. Enter a Section Name in the modal.
3. Click ""Add section"" button.","1. (Step 1) New Section modal appears with:
   - Section name input
   - Enabled ""Back"" button
   - Disabled ""Add section"" button (until name is entered)
2. (Step 3) New section is added below the pre-built Loan Details section.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.11,Add Customer Input Field to Loans Section,"1. Teller is logged in.
2. User is on Step 2 – Customer Form for Loans.
3. A custom section exists (in addition to the pre-built Loan Details section).","1. Click ""Add customer input field"" under the custom section.
2. Fill in: Field Type, Field Name, Placeholder.
3. Optionally check ""Optional field"".
4. Click ""Add field"".","1. Field modal appears with the same Field Type options as Savings.
2. Field is rendered in the custom section per its type.
3. Delete icon shown per field.
4. Continue button becomes enabled.
5. Clicking Back navigates to Step 1 – Product Configuration.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.12,Delete Custom Field from Loans Section,"1. Teller is logged in.
2. A custom field exists in a Loans custom section.",1. Click the Delete (trash) icon next to the custom field.,"1. The field is immediately removed.
2. If the section has no remaining fields, Continue button becomes disabled.
3. Pre-built Loan Details fields are not affected.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.13,Loans Customer Form Has Pre-built Loan Details Section,"1. Teller is logged in.
2. Product Configuration (Step 1) for Loans is completed.
3. User is on Step 2 – Customer Form.","1. Observe the Customer Form without adding any custom sections.
2. Verify the Loan Details section fields are present.","1. The pre-built Loan Details section is present and NON-DELETABLE.
2. The following fields are displayed and are DISABLED (read-only) during product creation:
   - Loan amount
   - Interest rate (%)
   - Loan term length
   - Loan term unit
   - Mode of disbursement
3. The teller CANNOT type into, modify, or clear any Loan Details field at this stage.
4. Fields appear visually distinct (e.g., greyed out) to indicate they are not editable.
5. These fields are only editable during the Product Availment flow by the customer/teller.
6. ""Continue"" button state is not blocked by Loan Details fields since they are pre-configured and non-editable.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.14,Review and Confirm Loans Product Creation,"1. Teller is logged in.
2. Product Configuration (Step 1) is completed.
3. Customer Form (Step 2) is completed (Loan Details configured + at least one custom field).","1. Click ""Continue"" on the Customer Form.
2. Review all displayed product details on Review Product step.
3. Click ""Confirm & Create Product"".","1. (Step 1) User redirected to Step 3 – Review Product.
2. (Step 2) All details from Steps 1 and 2 accurately reflected including Loan Details pre-built section.
3. (Step 3) Product created successfully. Floating message shown (e.g., ""PROD-006 successfully created."").
4. User redirected to Products module.
5. Clicking ""Back"" on Review Product redirects to Step 2 – Customer Form.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.15,Verify New Loans Product Position and Status in Product List,"1. A new Loans product has just been created.
2. User is on the Products Module dashboard.",1. Observe the Active Products list immediately after redirection.,"1. The newly created Loans product appears as the first row (top) of the Active Products list.
2. The product status defaults to ""Active"".",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.16,View Details of a Newly Created Loans Product,"1. Teller is on the Products Module – Active Products tab.
2. A Loans product exists in the list.","1. Locate the Loans product.
2. Click the ""View"" option in the Action menu.","1. A modal opens displaying the Product ID and two columns:
   - Customer Form: lists pre-built Loan Details fields + all custom sections/fields.
   - Product Configurations: displays complete data for:
     · Product Definition (Loan type, Preferred customers, Loan purpose)
     · Product Details (name, type, description)
     · Loan Features (min/max loan amount, loan term length/unit, interest rate type, repayment method)
     · Eligibility Criteria (min/max age, min income, credit score, employment type, required docs)
     · Pricing & Fees (interest rate %, structure, processing fee, penalty rate, penalty conditions)",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.17,New Loans Product Visibility in Customer Eligible Products Tab,"1. Teller is logged in.
2. A new Loans product has just been created.
3. An existing customer is eligible for the new product.","1. Select the ""Customer"" module from the side menu.
2. Search for and select an existing customer from the Customer List.
3. Click the ""View Profile"" action for the selected customer.
4. Click the ""Eligible Products"" tab.
5. Locate the newly created Loans product in the list.
6. Click ""See Details"" under the Action column of the new product.","1. The newly created Loans product appears in the customer's Eligible Products tab.
2. The product is listed with the correct Product Name and Product Category (Loans).
3. Clicking ""See Details"" opens a side panel displaying the complete and accurate Loans product configuration:
   - Product Definition (loan type, preferred customers, loan purpose)
   - Product Details (name, type, description)
   - Loan Features (min/max loan amount, loan term length/unit, interest rate type, repayment method)
   - Eligibility Criteria (min/max age, min income, credit score, employment type, required docs)
   - Pricing & Fees (interest rate %, structure, processing fee, penalty rate, conditions)
4. An ""Avail Product"" button is visible and enabled for the eligible customer.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.18,Cancel Product Creation – Discard Unsaved Data,"1. Teller is logged in.
2. User is on Create Product page (either Savings or Loans) with fields partially filled.","1. Fill in some fields on the Product Configuration step.
2. Click the ""Back"" button to exit.
3. Observe the confirmation modal.
4. Click ""Confirm"".","1. (Step 3) Confirmation modal displays with ""Confirm"" and ""Back"" buttons.
2. (Step 4) User is redirected to the Products Module.
3. All unsaved data is discarded – no partial product is created.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.19,Session Timeout During Product Creation Flow,"1. Teller is logged in.
2. User is on any step (1, 2, or 3) of the Create Product flow.
3. User remains inactive beyond session timeout (5 minutes).","1. Leave the Create Product page idle for 5 minutes and 1 second.
2. Attempt to interact with the page or click any button.","1. Session is automatically terminated.
2. User is immediately redirected to the Login page.
3. Modal displayed: ""Session Expired. For security reasons, you need to sign in again to continue using the app.""
4. Unsaved product data is lost.",,,manual,Peach,9/10/26,
t5.3.20,Back Navigation from Review Step Preserves All Entered Data,"1. Teller is logged in.
2. User is on Step 3 – Review Product (either Savings or Loans).","1. Click ""Back"" on the Review Product step.
2. Verify data on Step 2 – Customer Form.
3. Click ""Back"" again.
4. Verify data on Step 1 – Product Configuration.","1. All previously entered data on Steps 1 and 2 is retained and accurately populated.
2. No data loss occurs when navigating backwards.
3. User can re-navigate forward and submit with the same data.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.21,Mandatory Field Validation – Product Details Section (Savings),"1. Teller is logged in.
2. User is on Step 1 – Product Configuration for Savings.","1. Leave all mandatory fields in the Product Details section blank (Product Name, Description).
2. Attempt to click ""Continue"".","1. Validation errors displayed: ""<Field Name> is required."" for each blank mandatory field.
2. ""Continue"" button remains disabled.
3. User is not navigated to Step 2.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.22,Mandatory Field Validation – Account Configuration Section (Savings),"1. Teller is logged in.
2. User is on Step 1 – Product Configuration for Savings.","1. Leave mandatory Account Configuration fields blank (Average Daily Balance, Initial Deposit Required).
2. Attempt to click ""Continue"".","1. Validation errors displayed: ""<Field Name> is required.""
2. ""Continue"" button remains disabled.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.23,Mandatory Field Validation – Interest Configuration Section (Savings),"1. Teller is logged in.
2. User is on Step 1 – Product Configuration for Savings.","1. Leave Interest Rate (%) blank.
2. Attempt to click ""Continue"".","1. Validation error: ""Interest rate is required.""
2. ""Continue"" button remains disabled.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.24,Add New Section Without Entering a Section Name (Savings),"1. Teller is logged in.
2. User is on Step 2 – Customer Form for Savings.","1. Click ""Add new section"".
2. Leave the Section Name field blank.
3. Observe the ""Add section"" button state.","1. The ""Add section"" button remains disabled.
2. Section is not created until a name is entered.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.25,Add Customer Input Field with All Mandatory Fields Blank (Savings),"1. Teller is logged in.
2. User is on Step 2 – Customer Form for Savings.
3. A section exists.","1. Click ""Add customer input field"".
2. Leave Field Type, Field Name, and Placeholder all blank.
3. Click ""Add field"".","1. Validation errors displayed:
   - ""Field name is required.""
   - ""Placeholder is required.""
2. Field is not added to the section.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.26,Continue Button Disabled When Section Has No Fields (Savings),"1. Teller is logged in.
2. User is on Step 2 – Customer Form for Savings.
3. A section exists but contains zero custom fields.","1. Observe the ""Continue"" button state when a section is empty.","1. ""Continue"" button remains disabled.
2. User cannot proceed to Step 3 until at least one field exists.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.27,Mandatory Field Validation – Product Definition Section (Loans),"1. Teller is logged in.
2. User is on Step 1 – Product Configuration for Loans.","1. Leave all mandatory fields in the Product Definition section blank (Loan Type, Preferred Customers, Loan Purpose).
2. Attempt to click ""Continue"".","1. Validation errors: ""<Field Name> is required."" for each blank field.
2. ""Continue"" button remains disabled.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.28,Mandatory Field Validation – Product Details Section (Loans),"1. Teller is logged in.
2. User is on Step 1 – Product Configuration for Loans.","1. Leave mandatory Product Details fields blank (Product Name, Description).
2. Attempt to click ""Continue"".","1. Validation errors displayed for each blank mandatory field.
2. ""Continue"" button remains disabled.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.29,Mandatory Field Validation – Loan Features Section (Loans),"1. Teller is logged in.
2. User is on Step 1 – Product Configuration for Loans.","1. Leave mandatory Loan Features fields blank (Min Loan Amount, Max Loan Amount, Loan Term Length, Loan Term Unit, Interest Rate Type, Repayment Method).
2. Attempt to click ""Continue"".","1. Validation errors displayed per blank field.
2. ""Continue"" button remains disabled.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.30,Mandatory Field Validation – Eligibility Criteria Section (Loans),"1. Teller is logged in.
2. User is on Step 1 – Product Configuration for Loans.","1. Leave mandatory Eligibility Criteria fields blank (Minimum Age, Maximum Age).
2. Attempt to click ""Continue"".","1. Validation errors: ""<Field Name> is required.""
2. ""Continue"" button remains disabled.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.31,Mandatory Field Validation – Pricing & Fees Section (Loans),"1. Teller is logged in.
2. User is on Step 1 – Pricing & Fees for Loans.","1. Leave mandatory fields blank (Interest Rate %, Interest Rate Structure, Processing Fee).
2. Attempt to click ""Continue"".","1. Validation errors per blank field.
2. ""Continue"" button remains disabled.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
